country,data,rank
USA,57,1
United Kingdom,7,2
Japan,6,3
France,5,4
Switzerland,4,5
Israel,4,5
Canada,4,5
Germany,2,8
Australia,2,8
Sweden,1,10
South Korea,1,10
Singapore,1,10
Russia,1,10
Norway,1,10
Netherlands,1,10
Italy,1,10
Finland,1,10
Denmark,1,10
